id,enabled,deleted,exclusive,title,priority,apply_to,filters,conditions,product_adjustments,cart_adjustments,buy_x_get_x_adjustments,buy_x_get_y_adjustments,bulk_adjustments,set_adjustments,other_discounts,date_from,date_to,usage_limits,rule_language,used_limits,additional,max_discount_sum,advanced_discount_message,discount_type,used_coupons,created_by,created_on,modified_by,modified_on
19,1,0,0,"Descuento lote 500",11,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""7877771309099"",""7822456332091"",""6941804203553"",""7822456317494"",""760412335991"",""FT5010"",""8588988938451"",""760412292638"",""6888880001560-5"",""7802190020119"",""7468170431438"",""7468170431124"",""6924372659144"",""760412338183"",""760412299385"",""760412338084"",""760412338091"",""8588988823078"",""8588988823108"",""C066"",""C067"",""841265106195"",""841265106706"",""760412335960"",""6960660619230"",""760412336684"",""760412263393"",""6924372659991"",""760412335328"",""760412299453"",""9669669300541"",""9669669300558"",""8588988932879"",""8588988821968"",""7822456147886"",""7822456136507"",""8588988927585"",""7822456164418"",""8800577000227"",""760412262990"",""6924372659274"",""6970873870328"",""760412336653"",""7822456348764"",""9005157676895"",""7805251120032"",""7805250770009"",""7822456163459"",""760412338046"",""760412264765"",""8800577001101"",""6941804201115"",""760412309039"",""760412299439"",""8588988923440"",""8588988917807"",""8588988810702"",""9669669930540"",""8588988923464"",""9669669107195"",""9669669101193"",""7805250351277"",""8588988891350"",""6982465646457"",""8588988802097"",""9669669101605"",""6972544600340"",""6972544604140"",""6941804206639"",""6903072438525"",""760412337698"",""6903072436996"",""6903072436507"",""7805250960004"",""7805250040133"",""7805250380017"",""7805250340004"",""6941804209272"",""6941804208145"",""9669669813850"",""9669669813584"",""9669669812846"",""9669669812853"",""6975222510603"",""7604123324192"",""760412291662"",""760412299415"",""760412263690"",""760412262266"",""7877771310118"",""6924372623923"",""760412299477"",""6924269752354"",""760412269876"",""760412299422"",""760412299484"",""6933495862560"",""6903072425822"",""760412299491"",""6903072425839"",""760412332891"",""760412291488"",""760412291679"",""760412337353"",""7877771305633"",""MG0098"",""6924372623749"",""760412270216"",""760412335342"",""6972544608377"",""760412263508"",""760412263622"",""6903072415946"",""760412262846"",""760412290801"",""760412332815-02"",""760412292614"",""760412337155"",""760412263119"",""760412263621"",""760412270230"",""760412332846"",""760412263362"",""760412302184"",""760412270223"",""6903072427321"",""760412302191"",""760412270063"",""7877771310163"",""760412334765"",""760412336202"",""760412270087"",""760412291099"",""6972544604201"",""760412335335"",""6903072420872"",""7822456341871"",""760412269456"",""6981544202041"",""8588988716844"",""6975975012065"",""760412338220"",""6829532200313"",""6922678650698"",""760412290689"",""6971836879983"",""760412290948"",""6975222514632-01"",""6975222514632"",""760412291945"",""760412263577"",""6903072410323"",""6972544600760"",""6975222513543"",""6982343280360"",""6931848009303"",""6975222513512"",""6941804204611"",""760412263409"",""6941804203552"",""6971836879716"",""6975222515325"",""6941804203515"",""6941804206950"",""760412262648"",""760412265007"",""6941804201436"",""760412338008"",""760412291877"",""6931848016479"",""6931848009778"",""6931848003486"",""6931848030642"",""8588988553784"",""7822456326694"",""8588988642785"",""8588988554064"",""760412298838"",""760412260439"",""760412326272"",""760412260415"",""6903072404889"",""6903072433230"",""6903072433773"",""6924372660034"",""760412318154"",""7877771375902"",""6924372651636"",""760412296582"",""8588988577254-5"",""7822456328520"",""8588988812911"",""760412290313"",""9660669105900"",""MG00012"",""760412294243"",""7822456317180"",""6925553489574"",""6888880001560-3"",""6888880001560-8"",""6888880001560"",""8588988719098"",""8588988601713"",""6954556606596"",""8588988606862"",""7822456339793"",""8588988657116"",""8588988810399"",""8588988810412"",""8588988721596"",""8588988805197"",""8588988805234"",""7822456342700"",""8588988578879"",""9669669400777"",""9669669803127"",""697083244686-01"",""7877771376725"",""6915441019013"",""6882953222128"",""7805251010234"",""7805250360019"",""7805250300008"",""760412254889"",""7805250310007"",""9003152676896"",""4890000060038"",""9003125676892"",""760412295189"",""760412333935"",""9669669804773"",""7822456342380"",""7822456338321"",""6915440124978"",""8588988673673"",""760412292324"",""760412292652"",""8588988655648"",""8588988655532"",""8588988655631"",""9669669106624"",""7805250450017"",""7805250330012"",""760412336097"",""8588988812836"",""8588988813970"",""8588988813840"",""8588988732950"",""8588988607180"",""6971836879884-3"",""760412299446"",""760412298692"",""760412262624"",""8800577000203"",""760412332754"",""760412337940"",""760412292997"",""6962594890860"",""6924372654026"",""760412332747"",""695158231283"",""8588988928100"",""760412291259"",""8800577000586"",""9669669802281"",""7822456197393"",""7822456197386"",""7822456197409"",""760412291853"",""6976414452862"",""760412262877"",""MgHK004"",""8588988607234"",""8588988607241"",""8588988607210"",""9669669812464"",""8588988607173"",""9005139676899"",""6973726251367"",""8588988960100"",""8588988958091"",""8588988958053"",""8588988982348"",""8588988824709"",""8800577002238"",""8800577002283"",""8800577002375"",""8800577002269"",""8800577002320"",""8588988995324"",""8588988607227"",""9669669303412"",""8588988943400"",""8588988943240"",""9669669303382"",""8588988547929"",""760412298951"",""6944959243610"",""6944959244792"",""6944959244778"",""6944959244785"",""7805251150008"",""760412262457"",""760412298845"",""6942229800174"",""6903072432684"",""6903072424115"",""6924372672228"",""6903072437238"",""6924372631294"",""6903072441495"",""6903072412129"",""6903072441471"",""760412270391"",""8588981016071"",""6971566539867"",""6924833498732"",""6944959246116"",""8588988996826"",""760412298913"",""747643043086"",""8588981002982"",""8588981003040"",""8588988964085"",""6952743800574"",""841265104290"",""841265104283"",""760412262464"",""900412259907"",""MG00COFIAS"",""7822456152088"",""8588988928131"",""6971375210544"",""9669669700709"",""6924372659700"",""6973828040739"",""6903072428144"",""8588988963927"",""8588988963958"",""8588988963910-1"",""7822456146124"",""8588988607135"",""7709792670011"",""6903072443390"",""7877771313133"",""6903072435616"",""760412332723"",""6903072420032"",""746817043129"",""8800577003136"",""8800577003136-1"",""760412296544"",""760412296537"",""7805250770139"",""8800577003167"",""8800577007066"",""8800577003099"",""8800577002771"",""7805250150016"",""6960037160037"",""8588988824204"",""8588981002371"",""8588981002425"",""8588988981969"",""8588988981990"",""8800577007332"",""8800577002801"",""8800577000449"",""8800577001903"",""760412338176"",""8800577006663"",""8588988954703"",""8588988954758"",""8588988988585"",""6323956010485"",""8800577001941"",""6976068958086"",""8588981021457"",""9003228676898"",""MGESPUMA"",""6972321127770"",""6942017800690"",""6971764129358"",""6942017800676"",""6977017880403"",""6985356780575"",""6972544607110"",""6903072370825"",""8588981022423"",""8588988927110"",""8588988727284"",""8588988927103"",""8588988927073"",""8588988810634"",""8588988948313"",""8588981010666"",""8588981010604"",""85889810974348"",""760412270193"",""8800577003419"",""8800577006670"",""9003109676894"",""6972544605055"",""6971764129679-3"",""6971764129679-4"",""6971764129679-7"",""6971764129679-6"",""6971836879594"",""6970975192717"",""6933495820805"",""6992670220021"",""6941349360735"",""6933495864120"",""7805250050033"",""7805251080015"",""6941804206028"",""9005210676893"",""6323956010478"",""6323956010539"",""9669669700365"",""7805250660003"",""7805250480014"",""7805250650004"",""9669669610626"",""6973828040319"",""9669669610411"",""6941804212012"",""9669669420775"",""841265106683"",""8800577002610"",""8800577002634"",""8800577002696"",""9669669817544"",""9669669817568"",""9669669817575"",""9669669817537"",""9669669815915"",""9669669815908"",""8800577007417"",""8800577006885"",""8800577006878"",""8800577007356"",""8800577007424"",""8800577006601"",""MG0CEPILLOKITTY"",""6924372653371"",""8455987690003"",""6958816200258"",""6323956010812"",""6323956010805"",""8588981119123"",""8588981044517"",""8588981111844"",""8588981091948"",""8588981087613"",""8588981065826"",""8588981043015"",""9005149676896"",""6903072450138"",""6976289195635"",""8800577008285"",""8800577008315"",""6941804212920"",""MG0RIMEL"",""6903072455294"",""6971108355849"",""8800577008001"",""8800577006847"",""8800577006830"",""8800577008575"",""8800577003624"",""8588981115477"",""6942349743481"",""760412330828"",""6976068957911"",""6942349717796"",""6942349732577"",""6942349758133"",""6942349741173"",""6942349724220"",""6942349758171"",""6942349711329"",""6942349715839"",""6942349741005"",""6942349758157"",""6942349744020"",""6942349717604"",""6942349727535"",""6942349709890"",""6976068957294"",""6941349383888"",""6977017881196"",""7805250225080"",""6942349711411"",""8800577010240"",""8800577007516"",""6953565423040"",""8800577003211"",""7822456318361"",""8800577009398"",""6974772945279"",""8800577009749"",""6924372663394"",""8800577011773"",""8800577009084"",""8800577006922"",""8800577010226"",""8800577009435"",""8800577009091"",""8800577011162"",""8800577009336"",""8800577011162-22"",""6903072454020-1"",""8588981159464"",""8588981159990"",""8588981159471"",""8588981140141"",""8588981159778"",""8588981159518"",""8588981159877"",""8588981129597"",""8588981159839"",""8588981129436"",""8588981065956"",""8588981124295"",""8588981148666"",""8588981021440"",""8588981147676"",""8588981145146"",""8588981117396"",""8588981117488"",""8588981116962"",""8588981117341"",""8588981117525"",""8588981145399"",""8800577009275"",""8800577010127"",""8800577007813"",""8800577008711"",""8800577009701"",""8800577009268"",""6976068956303"",""8588981124684"",""8588981124660"",""8588981119673"",""8588981173682"",""8588981173682-1"",""8588981095823"",""8588981099449"",""8588981143722"",""8800577008926"",""8800577011711"",""8800577010219"",""8800577010325"",""8800577008179"",""8588981089327"",""8588981125773"",""8588988785727"",""8588981091122"",""8588981091153"",""8588981091139"",""8588981082250"",""8588981076402"",""8800577008872"",""8800577011957"",""760412298890"",""8800577009015"",""8800577009039"",""8800577010073"",""8800577010035"",""8800577008988"",""8800577009046"",""8588981091474"",""7805250630013"",""6941804215273"",""6941804213064"",""8800577013487"",""760412334703"",""8800577013999"",""8800577010011"",""8800577010516"",""8800577009619"",""8800577014033"",""8800577013951"",""760412263584"",""8588988770013"",""8800577014248"",""8800577008650"",""8800577010103"",""8800577014026"",""8800577009800"",""760412260231"",""760412260057"",""8800577009916"",""760412291570"",""8800577012169"",""8800577012176"",""8800577013128"",""8800577014194"",""8800577010134"",""8800577013746"",""8800577009183"",""8800577009190"",""8800577010769"",""8588988504922"",""8800577009718"",""9669669980286"",""8800577010547"",""7805251070016"",""8800577011728"",""8800577010745"",""8800577016419"",""8800577016303"",""8588988934088"",""8588988933876"",""8800577007479"",""8800577012848"",""8800577006748"",""8800577015146"",""8588981224216"",""6323956021290"",""8800577014545"",""8800577002061"",""8800577007639"",""8800577010479"",""8800577014163"",""8800577016433"",""8800577012268"",""8800577012275"",""8800577012367"",""760412299965"",""8800577010752"",""8800577008933"",""6976289194942"",""6972544605789"",""8800577015214"",""6975134533882"",""8800577010950"",""6924372616796"",""8800577011902"",""760412262242"",""6975975013819"",""6952154875994"",""6323956020910"",""6323956021252"",""8800577015566"",""8800577014989"",""6976623805039"",""8800577013654"",""6942349705724"",""6925346332452"",""6942349711428"",""6942349763397"",""8800577007950"",""8800577014606"",""6323956011673"",""8588981286740"",""8800577008940"",""6977017880403-1"",""6941804202396"",""7804666441060"",""8800577018284"",""8800577018291"",""8800577019380"",""8800577011643"",""8800577019670"",""760412335236"",""8800577018925"",""9005186676897"",""7805250740002"",""7805800500018"",""7604123324338"",""6323956025687"",""6810280331589"",""760412263591"",""8800577011438"",""8800577011445"",""6323956024697"",""760412337100"",""7604122912802"",""0760412295363"",""77325962955940"",""6925977028885"",""7805250470008"",""77334021512243"",""77341128432169"",""6915441019044"",""9001049676899"",""7805800560029"",""9003176676896"",""9003146676895"",""8588988616939"",""6944959253923"",""6323956025601"",""6323956025557"",""6972062189549"",""8800577001095"",""8800577001088"",""6323956028008"",""7804947005363"",""7276328001804"",""7776327001800"",""7476327001809"",""7376327001802"",""7804666441053"",""7804666441084"",""7804666441121"",""7804666441022"",""77427711198108"",""7804666441107"",""7804666441015"",""760412337780"",""77410395866423"",""77410384177201"",""77410349594486"",""74949803203814"",""74949877655529"",""74949801809643"",""6323956011611"",""760412291051"",""6323956020125"",""6323956022013"",""6323956013615"",""6323956013387"",""6323956013509"",""6323956013585"",""6942349736551"",""6942349741012"",""77729981735950"",""8800577000326"",""6903072425761"",""6903072430475"",""8800577003235"",""8800577003433"",""8800577062485"",""8800577007745"",""760412336257"",""6971072790011""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""500"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],1777,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-05-20 14:20:34"
142,1,0,0,"Descuento lote 500 &gt;= 5 unidades",12,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6970071921358""],""product_variants"":[]}}","{""3"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""5"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""4"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""5"",""to"":"""",""type"":""flat"",""value"":""500"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],10,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,1,"2023-01-19 19:49:37"
20,1,0,0,"Descuento lote 510",13,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""MG00096"",""760412292522"",""760412292539"",""760412310004""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""510"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],70,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-05-28 11:16:21"
22,1,0,0,"Descuento lote 550",14,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6924372671436""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""550"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],0,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-06-03 17:35:52"
23,1,0,0,"Descuento lote 590",15,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6955967644023"",""9669669500156""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""590"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],90,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-06-03 17:36:27"
24,1,0,0,"Descuento lote 600",16,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""MG00006"",""7822456318217"",""6933495885798"",""6928001838610"",""6924372652176"",""6903072410941"",""6903072401208"",""760412295110"",""7709762657554"",""8588988560201"",""760412335274"",""760412292744"",""6903072417506"",""760412290306"",""760412292607"",""760412326425"",""7877771310378"",""8588988700362"",""760412269906"",""7707011543900"",""6905798666985"",""9622629003814"",""7822456391265"",""7822456386049"",""7822456385950"",""7822456391272"",""760412298753"",""760412298760"",""6929534001328"",""8588988817619"",""8588988830519"",""8588988830366"",""8588988830359"",""760412299262"",""6973566820464"",""8588988632076"",""7804947611168"",""7804947004137"",""7804947000597"",""7804947601213"",""760412335915"",""8588988924836"",""6323956010201"",""6323956010195"",""6323956010263"",""6323956010249"",""7822456391425"",""6323956010058"",""6323956010447"",""6323956010430"",""6323956010379"",""6323956010423"",""7804947611489"",""6323956010386"",""6323956010393"",""6323956010416"",""6323956010409"",""6323956010492"",""6323956010515"",""6323956010508"",""6323956010010"",""6903072434473"",""6323956010614"",""6323956010621"",""6323956010607"",""6323956010638"",""6323956010027"",""6323956010034"",""6323956010836"",""6323956010850"",""8800577008582"",""6323956010683"",""6323956010676"",""6323956010768"",""6323956010751"",""6323956010652"",""6323956010669"",""6323956010799"",""6323956010027-1"",""6323956011239"",""6323956011260"",""6323956011246"",""6323956011253"",""6323956011291"",""6323956011307"",""6323956010980"",""6323956010973"",""6323956010522"",""6323956010003"",""77392666612828"",""77427810779303"",""77410133837297"",""77410123259940"",""77428913559897"",""77428692918474"",""77428132284068"",""77410334336682"",""77394439406673"",""77394134917061"",""77394393497468"",""77428935465773"",""6323956011031"",""77410151055596"",""77428194723157"",""77427844908681"",""77410365949171"",""77427860359231"",""6323956010874"",""6323956010782"",""6323956010843"",""6323956010645""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""600"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],886,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-04-17 11:33:19"
28,1,0,0,"Descuento lote 700",17,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""8588988608743"",""7604123323652"",""6928001836784"",""760412330170"",""8588988577254-3"",""8588988577254"",""8588988577254-6"",""7822456326335"",""6931978112492"",""8588988577254 -2"",""760412262532"",""760412262853"",""9669669400791"",""760412299552"",""8800577003044"",""8800577006120"",""760412266431-88"",""8800577014125"",""6959854211787"",""6323956010836-1"",""6323956020828"",""6323956011574"",""6323956011451"",""760412293000"",""8800577006502"",""760412311742"",""6323956011550"",""6323956011628"",""6323956011437"",""6323956011215"",""77445484869518"",""77445458556617""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""700"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],446,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-03-31 11:11:03"
29,1,0,0,"Descuento lote 740",18,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6924372654637""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""740"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],21,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-04-11 16:17:49"
31,1,0,0,"Descuento lote 800",19,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""7804666440100"",""7804666440087"",""7804666440018"",""6972193423420"",""6953570876534"",""6928001837064"",""6928001833622"",""6928001833202"",""6925346321340"",""6924372650509"",""6924372624876"",""6924372624616"",""6882953230444"",""5945871572346"",""6928001826860-1"",""6888880001560-6"",""6888880001560"",""6888880001560-2"",""6928001826860-01"",""7804676440056"",""6888880001560-9"",""6975222510726"",""760412296605"",""7881907821140"",""7881907821157"",""7881907821171"",""760412270179"",""760412270162"",""881907851253"",""760412262747"",""760412337391"",""5901234123457"",""9571983551021"",""7802215101441-01"",""7802215101441"",""6810280331572"",""7881907821164"",""9780202859781"",""9780202820705"",""MG0022"",""9571891203531"",""9571891204545"",""7804666440094"",""78046666440070"",""78046666440193"",""MGSUK4"",""MGSUK10"",""9571981120519"",""MG00007"",""MG00007-1"",""7881909111157-1"",""7881909111157"",""760412337995"",""9571891205559"",""760412293536"",""MG00BIO"",""MG00BIO1"",""MG00CAM"",""MG00CAM1"",""6941349394242"",""MG00BARBIE1"",""MG00BARBIE2"",""MG00BARBIE3"",""MG00BARBIE4"",""MG0016"",""MG0010"",""7804666441169"",""7804666440162"",""7804666440131"",""7804666440179"",""7804666440186"",""7804666443019"",""7804666441114"",""MG00VIOL"",""MG00VIO"",""MG00BLUE"",""MG00BLU"",""9578821047104"",""9669669930656"",""9005191676899"",""7877771394309"",""MG0KITTY\/2"",""MG0KITTY\/3"",""MG0KITT"",""MG0KITTY\/1"",""5901234123457-03"",""5901234123457-02"",""5901234123457-04"",""8800577048915"",""75901234123457"",""MG0BICHOTA\/1"",""MG0BICHOTA\/2"",""MG0BICHOTA\/3"",""760412266691"",""632395601024901"",""3901234123457-2"",""3901234123457"",""3901234123457-1"",""3901234123457-3"",""6973162635615"",""6942349712043"",""760412311681"",""8800577007592"",""8800577013982"",""8800577007905"",""8800577012626"",""6924372633083"",""9780207559013"",""8800577014651"",""8800577014781"",""8800577014828"",""9750266132373"",""8800577090426"",""7822456386057"",""6323956022365"",""69318480720245"",""9576721257524"",""77385558656532"",""7804666440032"",""6929534001373"",""9720342764798"",""7876310001807"",""7676310001803"",""7776310001800"",""77386488583648"",""77386350660310"",""77386334946566"",""77386548210196"",""77386525354772"",""9576721726440"",""9576721241981"",""9576721047880"",""9576721234211"",""9578821050210"",""9578821049436"",""9578821086509"",""9578821021517"",""9576721047888"",""9576721065297"",""9576721073063"",""9577821025433"",""9576721249758"",""77393067667208"",""77393083286259"",""77395079938365"",""77394470822444"",""77394674742736"",""77393180698718"",""77410109943350"",""77410089708252"",""77392940740585"",""77392928522792"",""77393968534573"",""77471304122856"",""77393475455226"",""77393447369324"",""77394760380664"",""77394801145101"",""77394772972099"",""77394754167862"",""77411227668977"",""77411237771965"",""77411300351130"",""77394882940941"",""77394847572216"",""77394960367019"",""77401513192147"",""77392954451268"",""77393156169438"",""77401452917188"",""77394914110785"",""77395211814985"",""77410453189299"",""77410433508451"",""77410445359048"",""77410465282228"",""77410421580914"",""9571891202527"",""77392871066076"",""77392859691477""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""800"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],1198,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-05-26 10:57:47"
34,1,0,0,"Descuento lote 890",20,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""8588988603052"",""7709922682013"",""7822456321224"",""760412299347""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""890"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],26,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-06-05 11:44:00"
35,1,0,0,"Descuento lote 900",21,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6928001831659"",""760412334703"",""760412334659"",""760412334697"",""760412291495"",""9783191229917"",""9783191203719"",""9780201364026"",""9780291224057"",""6924372618660"",""77436299489416"",""77394500769801"",""77394517496513"",""77394628595783"",""77394557819716"",""77392889758962""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""900"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],225,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-03-30 17:20:41"
