id,enabled,deleted,exclusive,title,priority,apply_to,filters,conditions,product_adjustments,cart_adjustments,buy_x_get_x_adjustments,buy_x_get_y_adjustments,bulk_adjustments,set_adjustments,other_discounts,date_from,date_to,usage_limits,rule_language,used_limits,additional,max_discount_sum,advanced_discount_message,discount_type,used_coupons,created_by,created_on,modified_by,modified_on
37,1,0,0,"Descuento lote 1000",22,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6971836876692"",""6928001839389"",""6924372624418"",""6971158995071"",""6933495873351"",""6972081891201"",""MG0066"",""7822456161103"",""6972148233340"",""760412292843"",""MG00101"",""7709832670018"",""836558004050"",""683609867566"",""603149304581"",""836558004197"",""81555979560"",""8155596100"",""683609853033"",""683609853026"",""683609906548"",""683609862127"",""760412262129"",""603149304505"",""603149304512"",""603149303621"",""80089700523"",""683609862240"",""760412299194"",""6971072790073"",""760412299170"",""760412337308"",""7822456338932"",""841265108793"",""6971696650517"",""760412295363"",""9669669104705"",""6915441010478"",""MGC01"",""MGC03"",""6970224036809"",""6970224036786"",""6970224036816"",""6970832446861"",""7805250260005"",""6915440102143"",""9669669020166"",""6976289193648"",""6976289193679"",""6974549383464"",""6974549384560"",""6903072423910"",""6903072409761"",""6903072409464"",""6924372692943"",""6903072436064"",""746817073027"",""746817073027-1"",""6323956010546"",""6323956010553"",""6903072423897"",""6903072423590"",""9669669671931"",""9669669671917"",""9669669672143"",""9669669672181"",""6986136412358"",""9669669930397"",""8800577008377"",""6903072454020"",""6903072455072"",""6924372664056"",""6976068957393"",""8800577001989"",""6976289193662"",""8800577009497"",""8800577012053"",""8800577014125-1"",""760412311193"",""760412311179"",""760412311131"",""4897138050795"",""760412311865"",""760412311926"",""760412311964"",""760412311148"",""760412311162"",""6323956020903"",""6323956100131"",""8800577016259"",""8800577017539"",""8800577011230"",""8800577011254"",""8800577011261"",""8800577011247"",""8800577011209"",""8800577011223"",""8800577011278"",""760412312008"",""760412311995"",""760412311988"",""760412311971"",""8800577011353"",""8800577011360"",""8800577011339"",""8800577011315"",""8800577011322"",""8800577011346"",""8800577011377"",""8800577011308"",""8800577011292"",""8800577011285"",""6973098898443"",""6323956020996"",""6323956021078"",""6323956020989"",""6323956021115"",""6942017813171"",""6931848072024"",""6975050623124"",""760412267025"",""760412266486"",""760412266066"",""760412266110"",""760412266127"",""760412266165"",""760412266493"",""760412266462"",""8800577015818"",""8800577015825"",""8800577015801"",""8800577015849"",""8800577015887"",""8800577015894"",""8800577015900"",""8800577015832"",""8800577011414"",""8800577011421"",""8800577011407"",""8800577011391"",""8800577011384"",""6323956010966"",""760412311919"",""760412311889"",""760412311872"",""6323956020095"",""6323956021351"",""6323956021726"",""6323956022686"",""6323956022723"",""6924372659922"",""6323956023065"",""9788174979018"",""6975686210354"",""760412311957"",""760412311933"",""760412311940"",""6323956023119"",""6323956023256"",""6323956023492"",""6323956023393"",""6323956023096"",""6323956024505"",""6323956011062"",""77436367886965"",""6323956011055"",""6323956011130"",""6323956011093"",""6323956011109"",""6323956010959"",""6323956011048"",""6323956011079"",""6323956013837"",""6323956013967"",""6323956013790"",""6323956013752"",""6323956013776"",""6323956014162"",""6323956014087"",""6323956028398"",""6903072423903"",""77704766953519"",""77704994005551"",""77879127333440"",""746817073010"",""760412311896"",""760412311902"",""7804666446003"",""8800577009503""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""1000"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],644,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-05-27 12:14:33"
39,1,0,0,"Descuento lote 1100",23,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6972544600395"",""760412330538"",""4897138050818"",""4897138050917""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""1100"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],220,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-08-08 17:27:30"
42,1,0,0,"Descuento lote 1190",24,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""760412332822""],""product_variants"":[]}}","{""3"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""1190"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],36,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2023-01-19 20:02:38"
43,1,0,0,"Descuento lote 1200",25,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6924372623732"",""760412311698""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""1200"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],10,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-03-18 14:45:18"
44,1,0,0,"Descuento lote 1300",26,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""7877772300804"",""Locioncorporal5""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""1300"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],10,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-07-09 11:07:31"
180,1,0,0,"Descuento lote 1490",27,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6971072790196""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""1490"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],1,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,1,"2025-10-06 12:28:33"
159,1,0,0,"Descuento lote 1500",28,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6915440102358"",""8588988819965"",""6976289193686"",""41554065862"",""41554069563"",""6976337636516""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""1500"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],2,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,297,"2026-04-06 17:24:21"
45,1,0,0,"Descuento lote 1800",29,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6903072417810""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""1800"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],8,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2023-05-18 11:18:25"
141,1,0,0,"Descuento lote 2000",30,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""760412293482"",""6971072790394"",""7897042009121"",""7897042010721"",""MB092702"",""7897042012312"",""MG0020TONOSHK"",""77437278130609"",""723707948665""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""2000"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],42,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,297,"2026-03-24 14:41:00"
155,1,0,0,"Descuento lote 2500",31,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6924269773182"",""6972081893199"",""6972081893007"",""9003274676897"",""6976289191989""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""2500"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],26,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,1,"2025-07-09 11:10:07"
50,1,0,0,"Descuento lote 3000",32,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""760412311285"",""760412330613"",""760412330569"",""Mg00200"",""6976289193129"",""6941349379713"",""6976504689239"",""6941349362074"",""6976504688140"",""6976068951230"",""6974772949628"",""6976504687037"",""6941349341017"",""6942349722318"",""MG0BOXCENTELLA"",""0794862370714"",""77377548448972"",""77377617615197""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""3000"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],41,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-03-17 16:40:03"
51,1,0,0,"Descuento lote 4000",33,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""8588988677299"",""7822456602248"",""77377763990317"",""77377870084018""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""4000"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],1,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-03-17 17:19:20"
185,1,0,0,"Descuento lote 5000",34,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""7802215101441-04""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""3"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":"""",""to"":""2"",""type"":""flat"",""value"":""0"",""label"":""Al detalle""},""2"":{""from"":""3"",""to"":""11"",""type"":""flat"",""value"":""5000"",""label"":""Nivel I""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],3,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,1,"2023-09-09 15:26:57"
55,1,0,0,"Descuento Nivel II lote 300",35,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6985578854498"",""8588988509040"",""6910957091089"",""8588988509033""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""300"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],16,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-03-21 10:27:10"
162,1,0,0,"Descuento Nivel II lote 350",36,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""8588988726836-3"",""8588988756666""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""350"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],37,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,1,"2025-12-27 12:02:29"
189,1,0,0,"Descuento Nivel II lote 390",37,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""760412298142"",""760412298357"",""760412298456""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""390"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,1,"2023-09-29 20:08:03"
144,1,0,0,"Descuento Nivel II lote 400",38,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""7806010280196"",""8588988939779"",""6941349378884"",""6903072448937"",""6323956020088""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""400"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],382,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,297,"2026-03-21 10:27:50"
62,1,0,0,"Descuento Nivel II lote 450",39,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6975222513970"",""760412335922""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""450"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],149,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-08-19 14:35:30"
66,1,0,0,"Descuento Nivel II lote 500",40,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""MG00029"",""8588988650506"",""8588988725655"",""8588988572327"",""760412291518"",""760412292317"",""8588988729561"",""2854062604007"",""8588988782900"",""8588988782901"",""8588988782870"",""8588988782894"",""7822456199656"",""8588988798499"",""6931848027482"",""6973726253989"",""8588988797324"",""8588988801793"",""8588988669492"",""8588988655914"",""8588988664343"",""8588988666507"",""8588988794293"",""8588988821678"",""8588988669553"",""8588988669645"",""8588988821869"",""8588988795047"",""858898801731"",""8588988655945"",""8588988655891"",""8588988665296"",""8588988654306"",""8588988656263"",""8588988652326"",""8588988649425"",""8588988606244"",""8588988572273"",""8588988580483"",""9669669401057"",""7822456450979"",""MB009824"",""MB008011"",""9005079676898"",""9005080676894"",""7822456320968"",""8588988719487"",""8588988536725"",""8588988719500"",""8588988783884"",""8588988579630"",""8588988807313"",""8588988823344"",""8588988821722"",""8588988821920"",""8588988823351"",""8588988814540"",""858898801717"",""8588988639600"",""8588988666132"",""8588988801687"",""8588988555115"",""858898801755"",""8588988670948"",""8588988670979"",""MG00025"",""8588988739713"",""8588988891947"",""8588988777883"",""8588988777814"",""8588988783891"",""S001"",""6971822831308"",""7822456142010"",""8588988896355"",""8588988818043"",""8588988924881"",""8588988955977"",""760412298104"",""760412332792"",""760412332778"",""8588988986018"",""8588988809317"",""8588988991814"",""8588988936969"",""8588988936907"",""8588988937621"",""8588988510503"",""8588988824716"",""8588988896805"",""8588988823962"",""8588988813307"",""8588988992644"",""8588988917814"",""8588988994952"",""8588981002777"",""6971764129334"",""8800577003143"",""8800577003150"",""9005116676898"",""8588988572310"",""8588988939939"",""8588988939762"",""8588988939601"",""8588988771638"",""8588981015876"",""8588988896782"",""8588988955601"",""8588988955878"",""8588988932602"",""9669669104767"",""760412298098"",""MG081912"",""MG081914"",""MG081916"",""MG081925"",""MG081926"",""MG082521"",""MG082524"",""MG082529"",""MG089094"",""MG09096"",""MG089100"",""MG089101"",""MG089869"",""MG089871"",""MG089873"",""MG0891002"",""MG074923"",""MG074924"",""MG074926"",""MG074927"",""MG076341"",""8588981018013"",""8588981072794"",""8588988664350"",""8588981078987"",""8588988821937"",""8588981018747"",""8588981101760"",""8588981101463"",""8588981101463-1"",""8588981089365"",""6323956020903"",""760412270186"",""8800577010370"",""760412337773"",""76041280254-5"",""9005117676897"",""9003038676897"",""760412262167""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""500"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],260,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",297,"2026-05-13 11:40:47"
67,1,0,0,"Descuento Nivel II lote 510",41,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""MG00013"",""760412336356""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""510"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],8,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-06-05 12:38:47"
68,1,0,0,"Descuento Nivel II lote 540",42,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6987521233121"",""6918090008865""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""540"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],22,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-06-05 12:41:21"
69,1,0,0,"Descuento Nivel II lote 550",43,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""7822456327011"",""9669669809365"",""9669669100516"",""760412309961""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""550"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],12,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-07-09 12:08:46"
70,1,0,0,"Descuento Nivel II lote 590",44,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""6903072405862"",""760412335977"",""7702172655677"",""6972544609787-01"",""8588988725624""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""590"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],25,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-07-09 12:11:24"
158,1,0,0,"Descuento Nivel II lote 600",45,,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""760412336028"",""760412333560"",""760412291723"",""6931848030680"",""8588988797256"",""8588988794378"",""760412333072"",""8800577011643"",""6323956025601"",""6323956025557""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""600"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],91,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],,,297,"2026-03-20 17:20:38"
75,1,0,0,"Descuento Nivel II lote 640",46,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""760412292706"",""6960660619056""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""640"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],36,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-06-05 12:48:08"
76,1,0,0,"Descuento Nivel II lote 650",47,0,"{""1"":{""type"":""product_sku"",""method"":""in_list"",""value"":[""8588988624316"",""8588981119116""],""product_variants"":[]}}","{""2"":{""type"":""cart_items_quantity"",""options"":{""operator"":""greater_than_or_equal"",""value"":""12"",""calculate_from"":""from_filter""}}}","{""cart_label"":""""}",[],[],[],"{""operator"":""product"",""ranges"":{""1"":{""from"":""12"",""to"":"""",""type"":""flat"",""value"":""650"",""label"":""Nivel II""}},""cart_label"":""""}","{""cart_label"":""""}",,,,0,[],27,"{""condition_relationship"":""and""}",0,"{""display"":""0"",""badge_color_picker"":""#ffffff"",""badge_text_color_picker"":""#000000"",""badge_text"":""""}",wdr_bulk_discount,[],1,"2022-08-03 21:14:21",1,"2025-06-05 12:49:18"
