"SKU","ID","Tipo","Nombre","Precio normal","_bgm_min_1","_bgm_descuento_1","_bgm_min_2","_bgm_descuento_2","_bgm_modo_descuento","reglas"
"8588988606244","16854","simple","Coles De Cabello Set 12 Ref:60624","1000","3","250","12","500","unico","#8 Descuento lote 250 ; #66 Descuento Nivel II lote 500"
"8588988579630","17668","simple","Coles De Colores Ref:57963","1000","3","250","12","500","unico","#8 Descuento lote 250 ; #66 Descuento Nivel II lote 500"
"8588988814540","17680","simple","Coles De Colores Ref:81454","1000","3","250","12","500","unico","#8 Descuento lote 250 ; #66 Descuento Nivel II lote 500"
"8588988821920","17675","simple","Coles De Satin Ref:82192","1000","3","250","12","500","unico","#8 Descuento lote 250 ; #66 Descuento Nivel II lote 500"
"8588988741594","9092","simple","Colgantes Para Trenzas","1600",,,"12","700","unico","#77 Descuento Nivel II lote 700"
"8588988777814","18594","simple","Colgantes Para Trenzas Ref:77781","1000","3","300","12","500","unico","#9 Descuento lote 300 ; #66 Descuento Nivel II lote 500"
"8800577012275","33575","variable","Contorno 2 en 1 con Iluminador Flamenco","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577011360","34792","simple","Contorno de Ojos con Acido Hialuronico Flamenco 20g","4200","3","1000","12","1700","unico","#37 Descuento lote 1000 ; #198 Descuento Nivel II lote 1700"
"8800577007684","33763","simple","Contorno en barra Stick Febble","2600","3","400","12","1000","unico","#14 Descuento lote 400 ; #95 Descuento Nivel II lote 1000"
"8800577016174","34972","variable","Contorno Liquido Flamenco","","3","400","12","1000","unico","#14 Descuento lote 400 ; #95 Descuento Nivel II lote 1000"
"8800577012268","33570","variable","Contorno Mini Flamenco","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577010325","29947","variable","Corrector 16h Super Stay Ushas","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412269906","8353","variable","Corrector Cc Skin Perfector Ushas","","3","600","12","1100","unico","#24 Descuento lote 600 ; #99 Descuento Nivel II lote 1100"
"760412262853","11650","variable","Corrector Cover All Flamenco","","3","700","12","1200","unico","#28 Descuento lote 700 ; #104 Descuento Nivel II lote 1200"
"6924372654637","6038","variable","Corrector De Ojeras Concealer","","3","740","12","1240","unico","#29 Descuento lote 740 ; #105 Descuento Nivel II lote 1240"
"760412299552","18879","variable","Corrector De Ojeras Full Cover Ushas","","3","700","12","1200","unico","#28 Descuento lote 700 ; #104 Descuento Nivel II lote 1200"
"760412299453","19895","variable","Corrector De Ojeras Liquido","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412299477","19418","variable","Corrector De Ojeras Liquido Max Belle","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412262877","11313","variable","Corrector De Raiz Polvo De Pigmento","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412338091","20424","variable","Corrector En Barra Max Belle","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577007356","27287","variable","Corrector liquido Max belle","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6903072428625","18003","variable","Corrector Liquido Nature Cover Karite","","3","400","12","1000","unico","#14 Descuento lote 400 ; #95 Descuento Nivel II lote 1000"
"9003109676894","17359","simple","Corta Cuticulas Ref:3109 Cherimoya","4000","3","500",,,"unico","#19 Descuento lote 500"
"9005186676897","39738","simple","Corta Cuticulas Ref:5186 Cherimoya","4000","3","500",,,"unico","#19 Descuento lote 500"
"9005157676895","21088","simple","Corta Tips Cherimoya","3500","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8588988796327","18592","simple","Corta Uñas Grande Ref:79632","1700",,,"12","800","unico","#83 Descuento Nivel II lote 800"
"8588988813970","18591","simple","Cortacuticulas Ref:81397","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8588981124684","29831","variable","Cosmetiquero basico Hermosa My beauty Ref:112468","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7822456386049","16031","variable","Cosmetiquero Cola De Sirena Ref:38604","","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"8588981124660","29867","variable","Cosmetiquero Hermosa My beauty Ref:112466","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8588988830519","8226","variable","Cosmetiquero Kiss Ref:83051","","3","600",,,"unico","#24 Descuento lote 600"
"8588988560201","6342","variable","Cosmetiquero Love Forever Ref:38599","","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"7822456385950","16032","variable","Cosmetiquero Love Glitter Ref: 38595","","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"8588988618438","2131","variable","Cosmetiquero Makeup Ref: 83034","",,,"12","1000","unico","#95 Descuento Nivel II lote 1000"
"7822456391425","23818","simple","Cosmetiquero Mariposa 3 En 1","4190","3","600","12","1200","unico","#24 Descuento lote 600 ; #104 Descuento Nivel II lote 1200"
"7822456386057","37401","variable","Cosmetiqueros frutilla","","3","800","12","1400","unico","#31 Descuento lote 800 ; #110 Descuento Nivel II lote 1400"
"7804666441114","16336","simple","Crema Ácida Capilar Mflora","3000","3","800","12","1500","unico","#31 Descuento lote 800 ; #113 Descuento Nivel II lote 1500"
"77410058189671","27758","simple","Crema acida capilar Reania.y 500ml","3690","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"6903072423897","25397","simple","Crema Antiacne Beauvisage 22Ml","4990,00","3","1000",,,"unico","#37 Descuento lote 1000"
"77411300351130","23290","simple","Crema Capilar Bichota Everglam 500Ml","3690","3","800","12","1400","unico","#31 Descuento lote 800 ; #110 Descuento Nivel II lote 1400"
"6323956011031","40825","simple","Crema Capilar Bomba Nutritiva Bubbaluu Frutilla  500ml Reania.y","3690","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"6323956010645","25879","simple","Crema Capilar Bomba Nutritiva Bubbaluu Tutti Fruti  500ml Reania.y","3690","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"6323956010638","40822","simple","Crema Capilar Bomba Nutritiva Bubbaluu Uva 500ml","3690","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"77410445359048","26121","simple","Crema capilar Cebolla y Romero Copacabana 500ml","3490,00","3","800","12","1500","unico","#31 Descuento lote 800 ; #113 Descuento Nivel II lote 1500"
"6323956010515","24786","simple","Crema Capilar De Caballo 500Ml","3990","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"77428935465773","24785","simple","Crema Capilar De Carbon 500Ml","3990","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"77410151055596","23864","simple","Crema Capilar De Cebolla Reania 500Ml","3990","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"7776327001800","40634","simple","Crema Capilar Efecto btx. Salonex Anti caida","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7276328001804","735","simple","Crema Capilar Efecto btx. Salonex Coconut","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7376327001802","40638","simple","Crema Capilar Efecto btx. Salonex Efecto liso","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7476327001809","40636","simple","Crema Capilar Efecto btx. Salonex Maxima hidratacion","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7804666441015","40668","simple","Crema Capilar Mflora Almendras","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7804666441121","40651","simple","Crema Capilar Mflora Aloe","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7804666441060","3183","simple","Crema Capilar Mflora Argan","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7804666441107","40665","simple","Crema Capilar Mflora Coco","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7804666441022","40659","simple","Crema Capilar Mflora Keratine Choc","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7804666441053","40648","simple","Crema Capilar Mflora Palta","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7804666441084","40656","simple","Crema Capilar Mflora Ricino","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"77427711198108","40662","simple","Crema Capilar Mflora Rosa Mosqueta","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"77427825054516","24787","simple","Crema Capilar Ortiga y Romero Reania 500Ml","3990",,,"12","1000","unico","#95 Descuento Nivel II lote 1000"
"760412311919","37601","simple","Crema contorno de ojos colágeno flamenco","4000","3","1000","12","1700","unico","#37 Descuento lote 1000 ; #198 Descuento Nivel II lote 1700"
"8800577012626","33357","variable","Crema Corporal 500ml Max Belle","","3","800","12","1600","unico","#31 Descuento lote 800 ; #115 Descuento Nivel II lote 1600"
"6942349763397","35427","simple","Crema Corporal Colágeno Kormesic 200ml","2500","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6323956020095","24596","variable","Crema Corporal Hidratante Bubbaluu 500Ml","","3","1000","12","1500","unico","#37 Descuento lote 1000 ; #113 Descuento Nivel II lote 1500"
"6976068956303","27956","simple","Crema de arroz Bioaqua","2990,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412311964","31120","simple","Crema de contorno de ojos Vitamina C Flamenco 15ml","3700","3","1000","12","1700","unico","#37 Descuento lote 1000 ; #198 Descuento Nivel II lote 1700"
"6323956025687","39822","variable","Crema De Manos Bubbaluu 100ml","","3","500","12","1200","unico","#19 Descuento lote 500 ; #104 Descuento Nivel II lote 1200"
"6323956020088","24606","variable","Crema De Manos Bubbaluu 30Gr","","3","300","12","400","unico","#9 Descuento lote 300 ; #144 Descuento Nivel II lote 400"
"7877771376725","19366","simple","Crema De Manos De Acido Hialuronico Conejo","2190","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577013654","35025","variable","Crema de Manos Frutas Max Belle 35g","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577014606","35633","variable","Crema de Manos Max belle 100g","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577016419","33117","variable","Crema De Manos SAS","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577016303","33121","variable","Crema De Manos SAS 105G","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6323956014087","40979","simple","Crema de Mantequilla Bubbaluu 250gr Frutilla","5500","3","1000","12","2000","unico","#37 Descuento lote 1000 ; #161 Descuento Nivel II lote 2000"
"6323956014162","40978","simple","Crema de Mantequilla Bubbaluu 250gr Uva","5500","3","1000","12","2000","unico","#37 Descuento lote 1000 ; #161 Descuento Nivel II lote 2000"
"6323956024697","40037","simple","Crema De Ojos Aloe Vera Bubbbaluu","2500","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"77445484869518","40895","simple","Crema de Peinar Bubbaluu 300ml Tutti Frutti","4390","3","700","12","1600","unico","#28 Descuento lote 700 ; #115 Descuento Nivel II lote 1600"
"77445458556617","31877","simple","Crema de Peinar Bubbaluu 300ml Uva","4390","3","700","12","1600","unico","#28 Descuento lote 700 ; #115 Descuento Nivel II lote 1600"
"6323956010843","40843","simple","Crema de peinar Bubbaluu Tutti Frutti Reania.y 250ml","3690","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"6323956010836","27730","simple","Crema de peinar Bubbaluu Uva Reania.y 250ml","3690","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"77410349594486","27753","simple","Crema de Peinar Cebolla 250gr Reania.y","3990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"77395211814985","22387","simple","Crema De Peinar De Rizos 280Ml","3590","3","800","12","1500","unico","#31 Descuento lote 800 ; #113 Descuento Nivel II lote 1500"
"77428042378689","27755","simple","Crema de peinar para rizos naturales Reania.y 250g","3990","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"760412312008","34747","simple","Crema Facial Acido Hialuronico B5 Flamenco 50g","4300","3","1000","12","1700","unico","#37 Descuento lote 1000 ; #198 Descuento Nivel II lote 1700"
"6941349360735","26087","simple","Crema facial acido hialuronico Bioaqua 50g","2990,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6323956023096","40055","simple","Crema Facial Aloe Vera Bubbaluu","3890","3","1000","12","1600","unico","#37 Descuento lote 1000 ; #115 Descuento Nivel II lote 1600"
"760412311902","41803","simple","Crema Facial Colágeno 50g","4400","3","1000","12","1700","unico","#37 Descuento lote 1000 ; #198 Descuento Nivel II lote 1700"
"8800577011353","34764","simple","Crema Facial con Acido Hialuronico Flamenco 50g","4300","3","1000","12","1800","unico","#37 Descuento lote 1000 ; #119 Descuento Nivel II lote 1800"
"8800577011254","34721","simple","Crema Facial con Arroz Flamenco 50g","4300","3","1000","12","1700","unico","#37 Descuento lote 1000 ; #198 Descuento Nivel II lote 1700"
"6903072409761","23513","simple","Crema Facial Dia Beau Visage 53Ml","4990","3","1000",,,"unico","#37 Descuento lote 1000"
"6942349724220","28913","simple","Crema facial en gel de Colageno Kormesic 80g","2990,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6323956020989","35192","simple","Crema Facial Hidratante Bubbaluu 50g","3890","3","1000","12","1600","unico","#37 Descuento lote 1000 ; #115 Descuento Nivel II lote 1600"
"6323956022686","39082","simple","Crema facial hidratante niacinamide bubbaluu","3890","3","1000","12","1600","unico","#37 Descuento lote 1000 ; #115 Descuento Nivel II lote 1600"
"6903072455072","28417","simple","Crema facial Hidratante Vitamina C  Kiss Beauty 50ml","3990,00","3","1000","12","1500","unico","#37 Descuento lote 1000 ; #113 Descuento Nivel II lote 1500"
"6903072436064","23962","variable","Crema Facial Kiss Beauty","","3","1000","12","1800","unico","#37 Descuento lote 1000 ; #119 Descuento Nivel II lote 1800"
"6942349736551","26088","simple","Crema facial Nicotidamina Sadoer  50g","2990,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6903072409464","23517","simple","Crema Facial Noche Beau Visage 53Ml","4990","3","1000",,,"unico","#37 Descuento lote 1000"
"760412311162","4185","simple","Crema Facial Vitamina C Flamenco","4400","3","1000","12","1300","unico","#37 Descuento lote 1000 ; #108 Descuento Nivel II lote 1300"
"8800577011308","34798","simple","Crema Hidratante Ceramidas Flamenco 100g","3900","3","1000","12","1700","unico","#37 Descuento lote 1000 ; #198 Descuento Nivel II lote 1700"
"6942349732577","28910","simple","Crema iluminadora para ojos con vitamina C","2990,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"77394439406673","24781","simple","Crema Matizadora Cobre 500Ml Reania.Y","3890","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"77393475455226","15728","simple","Crema Matizadora Platinium Blue","3990","3","800","12","1400","unico","#31 Descuento lote 800 ; #110 Descuento Nivel II lote 1400"
"77471304122856","15726","simple","Crema Matizadora Platinum Violet","3990","3","800","12","1400","unico","#31 Descuento lote 800 ; #110 Descuento Nivel II lote 1400"
"6323956010393","24780","simple","Crema Matizadora Rojo 500Ml Reania.Y","3890","3","600","12","1000","unico","#24 Descuento lote 600 ; #95 Descuento Nivel II lote 1000"
"MG0016","737","variable","Crema Matizadora Salonex","","3","800","12","1400","unico","#31 Descuento lote 800 ; #110 Descuento Nivel II lote 1400"
"8800577016259","33607","variable","Crema para Contorno de Ojos con Cafeína Febble","","3","1000",,,"unico","#37 Descuento lote 1000"
"6942349758133","28911","simple","Crema para ojos de arroz negro Kormesic 30g","2490,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6942349711329","28915","simple","Crema para ojos Vitamina C Sadoer 20g","2490,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577011285","34811","simple","Crema para Pies Urea Flamenco 100g","4100","3","1000","12","1700","unico","#37 Descuento lote 1000 ; #198 Descuento Nivel II lote 1700"
"6903072423910","23512","simple","Crema Rejuvenecedora Antiacne Beau Visage 80Ml","4990","3","1000",,,"unico","#37 Descuento lote 1000"
"6944959244792","16232","simple","Crema Reparacion Profunda Argan Oil 1000Ml Obopekal","4990","3","500",,,"unico","#19 Descuento lote 500"
"6944959243610","16231","simple","Crema Reparadora Keratine 1000Ml Obopekal","4990","3","500",,,"unico","#19 Descuento lote 500"
"6942349715839","28916","simple","Crema reparadora para ojos Centella asiatica Bioaqua 20g","2490,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6971764129334","23964","variable","Cremas De Mano Perfumadas 30G","","3","250","12","500","unico","#8 Descuento lote 250 ; #66 Descuento Nivel II lote 500"
"8588088597184","6524","simple","Cristales Decorativas  Para Uñas O Maquillaje Surtidas","1790","3","300","12","700","unico","#9 Descuento lote 300 ; #77 Descuento Nivel II lote 700"
"8588088597269","6527","simple","Cristales Decorativas Para Uñas O Maquillaje Fluor","1990","3","300","12","700","unico","#9 Descuento lote 300 ; #77 Descuento Nivel II lote 700"
"8588088635015","6535","simple","Cristales Decorativas Para Uñas O Maquillaje Pequeñas","1850","3","300","12","700","unico","#9 Descuento lote 300 ; #77 Descuento Nivel II lote 700"
"760412292324","7959","simple","Cristales Decorativos Uñas Ref: 0034","1990","3","500","12","800","unico","#19 Descuento lote 500 ; #83 Descuento Nivel II lote 800"
"7805250960004","21677","simple","Debonder Removedor Cherimoya","3800","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8588988730918","17684","simple","Decoracion De Cabello Ref:73091","1390","3","400","12","700","unico","#14 Descuento lote 400 ; #77 Descuento Nivel II lote 700"
"8588988730963","17683","simple","Decoracion De Cabello Ref:73096","1390","3","400","12","700","unico","#14 Descuento lote 400 ; #77 Descuento Nivel II lote 700"
"760412333096","6536","simple","Decoracion De Uñas Con Formas","1990","3","300","12","700","unico","#9 Descuento lote 300 ; #77 Descuento Nivel II lote 700"
"9669669106624","17422","simple","Decoracion De Uñas Concha Nacar","2590","3","500","12","900","unico","#19 Descuento lote 500 ; #88 Descuento Nivel II lote 900"
"8800577010417","32652","variable","Decoración De Uñas Corazones MB020087","","3","400","12","700","unico","#14 Descuento lote 400 ; #77 Descuento Nivel II lote 700"
"9669669980286","32638","variable","Decoración De Uñas Corazones REF: 98028","","3","500",,,"unico","#19 Descuento lote 500"
"8800577010455","32616","variable","Decoracion De Uñas Cristales MB020091","","3","400","12","700","unico","#14 Descuento lote 400 ; #77 Descuento Nivel II lote 700"
"760412333072","22327","simple","Decoracion De Uñas Diamantes Mb:094045","2190",,,"12","600","unico","#158 Descuento Nivel II lote 600"
"760412291259","22347","variable","Decoracion De Uñas Flor En 3D Mb020003","","3","500","12","800","unico","#19 Descuento lote 500 ; #83 Descuento Nivel II lote 800"
"8800577010448","32607","variable","Decoracion De Uñas Flores MB020090","","3","400","12","700","unico","#14 Descuento lote 400 ; #77 Descuento Nivel II lote 700"
"8800577010387","32662","variable","Decoración De Uñas Lazos Colores MB020084","","3","400","12","700","unico","#14 Descuento lote 400 ; #77 Descuento Nivel II lote 700"
"8800577010363","32647","variable","Decoración De Uñas Lazos MB020082","","3","400","12","700","unico","#14 Descuento lote 400 ; #77 Descuento Nivel II lote 700"
"8800577010370","32629","variable","Decoracion De Uñas MB020083","","3","250","12","500","unico","#8 Descuento lote 250 ; #66 Descuento Nivel II lote 500"
"760412292652","18272","simple","Decoracion De Uñas Serpiente","2700","3","500",,,"unico","#19 Descuento lote 500"
"7604122912802","17314","variable","Decoración Papel Oro","","3","500","12","800","unico","#19 Descuento lote 500 ; #83 Descuento Nivel II lote 800"
"760412336295","32687","variable","Decoración Para Uñas MB020041","","3","510","12","800","unico","#20 Descuento lote 510 ; #83 Descuento Nivel II lote 800"
"760412292539","32678","variable","Decoración Para Uñas MB020041","","3","510","12","800","unico","#20 Descuento lote 510 ; #83 Descuento Nivel II lote 800"
"760412292317","7974","simple","Decoración Uñas De Oso","1990","3","300","12","500","unico","#9 Descuento lote 300 ; #66 Descuento Nivel II lote 500"
"760412292492","7960","simple","Decoración Uñas Flores Secas","1700",,,"12","800","unico","#83 Descuento Nivel II lote 800"
"760412292614","7937","variable","Delineado Sticker Glitter","","3","500","12","790","unico","#19 Descuento lote 500 ; #82 Descuento Nivel II lote 790"
"760412292607","7948","variable","Delineado Sticker Glitter Doble","","3","600","12","790","unico","#24 Descuento lote 600 ; #82 Descuento Nivel II lote 790"
"6924372672228","22979","simple","Delineador  De Ojos Líquido Ushas","2200","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412270230","18005","simple","Delineador Cate Eye Ushas","2990","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412332815","1701","variable","Delineador De Color Líquidos Max Belle","","3","500",,,"unico","#177 Descuento lote 500 &gt; 12"
"8800577007745","27040","variable","Delineador de ojos efecto camaleon Ushas","","3","500",,,"unico","#19 Descuento lote 500"
"760412332754","22091","simple","Delineador De Ojos Líquido Con Estampado","2300","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7877771313133","23965","simple","Delineador De Ojos Suave Luckylily","2190","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6903072427321","18007","simple","Delineador De Ojos Y Lapiz De Cejas Karite","2390","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577007516","28941","variable","Delineador liquido glitter Max belle","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6903072441495","22990","simple","Delineador Liquido Super Black Karite","2290","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577010011","30406","simple","Delineador Liquido Ushas Corazon","2490,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412263508","10896","variable","Delineador Plumon Print De Colores Flamenco","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6323956011628","40850","simple","Desenredante Capilar Bubbaluu Frutilla","4390","3","700","12","1600","unico","#28 Descuento lote 700 ; #115 Descuento Nivel II lote 1600"
"6323956011574","40849","simple","Desenredante Capilar Bubbaluu Tutti Frutti","4390","3","700","12","1600","unico","#28 Descuento lote 700 ; #115 Descuento Nivel II lote 1600"
"6323956011550","33253","simple","Desenredante Capilar Bubbaluu Uva","4390","3","700","12","1600","unico","#28 Descuento lote 700 ; #115 Descuento Nivel II lote 1600"
"77410395866423","26379","simple","Desenredante Cebolla Reania.y 340ml","3990,00","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"77394960367019","17551","simple","Desenredante Fijador Hello Kitty","3590","3","800","12","1500","unico","#31 Descuento lote 800 ; #113 Descuento Nivel II lote 1500"
"8800577001941","24789","simple","Desmaquillante En Barra Flamenco 18G","3200","3","500","12","900","unico","#19 Descuento lote 500 ; #88 Descuento Nivel II lote 900"
"6323956020125","29173","simple","Desmaquillante en crema Bubbaluu 100g","3500","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6903072436996","21613","variable","Desmaquillante En Crema Karité","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577014248","30554","variable","Desmaquillante Febble 280ml","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6903072436507","21618","variable","Desmaquillante Karite Para Ojos Y Labios","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"6924372664056","28918","variable","DesmaquillanteFebble 290ml","","3","1000",,,"unico","#37 Descuento lote 1000"
"8588988712921","25096","variable","Dispensador De Alcohol Gel","","3","250","12","500","unico","#8 Descuento lote 250 ; #66 Descuento Nivel II lote 500"
"8588988572310","24756","simple","Dona De Cabello 10Grs","1000","3","200","12","500","unico","#6 Descuento lote 200 ; #66 Descuento Nivel II lote 500"
"8588988939939","24757","simple","Dona De Cabello 15Grs","1100","3","200","12","500","unico","#6 Descuento lote 200 ; #66 Descuento Nivel II lote 500"
"8588988572273","16855","simple","Dona De Cabello 8Cm","900","3","200","12","500","unico","#6 Descuento lote 200 ; #66 Descuento Nivel II lote 500"
"760412333263","18456","variable","Efecto Aurora Para Uñas","","3","400","12","800","unico","#14 Descuento lote 400 ; #83 Descuento Nivel II lote 800"
"760412333256","18468","variable","Efecto Espejo Para Uñas","","3","400","12","800","unico","#14 Descuento lote 400 ; #83 Descuento Nivel II lote 800"
"8588988509033","16860","simple","Elasticos De Cabello Ref:50903","600","3","200","12","300","unico","#6 Descuento lote 200 ; #55 Descuento Nivel II lote 300"
"8588988509040","4062","simple","Elasticos De Cabello Ref:79604","600","3","200","12","300","unico","#6 Descuento lote 200 ; #55 Descuento Nivel II lote 300"
"760412270148","8764","variable","Elasticos De Cabello Yiduo","",,,"12","700","unico","#77 Descuento Nivel II lote 700"
"8588988624316","4055","variable","Elasticos Para El Cabello","","3","350","12","650","unico","#12 Descuento lote 350 ; #76 Descuento Nivel II lote 650"
"760412298838","16526","simple","Encrespador De Pestañas Gold Ref:92318","2100","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"760412298890","23424","simple","Encrespador de pestañas Sirenita Flamenco Mb092324","2490","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8588988607203","22556","simple","Epejo De Mesa Doble De 4""","1790",,,"12","1000","unico","#88 Descuento Nivel II lote 900 ; #95 Descuento Nivel II lote 1000"
"7805250225080","28934","variable","Esmalte de uñas permanente Cherimoya 8ml","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"8800577020713","31763","variable","Esmalte de uñas permanente Flamenco 12 ml","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7805250150016","24520","simple","Esmalte Efecto Espejo Cherimoya 6Ml","3800","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
"7805250351277","21548","variable","Esmalte Permanente Cherimoya 15Ml","","3","500","12","1000","unico","#19 Descuento lote 500 ; #95 Descuento Nivel II lote 1000"
